Geo Point;Geo Shape;Year;Official Code State;Official Name State;Iso 3166-3 Area Code;Type;United States Postal Service state abbreviation;State FIPS Code;State GNIS Code
13.442523374191708,144.77026743971817;"{""coordinates"": [[[144.563426, 13.448064999572667], [144.573904, 13.411166999573751], [144.59304, 13.392422999574304], [144.577588, 13.344039999575726], [144.584732, 13.312504999576657], [144.602994, 13.295148999577169], [144.608375, 13.27061199957789], [144.590869, 13.239329999578812], [144.591197, 13.219692999579395], [144.606396, 13.195648999580103], [144.641566, 13.182413999580495], [144.688332, 13.191034999580241], [144.740558, 13.195190999580115], [144.770737, 13.215725999579508], [144.802733, 13.251179999578463], [144.818932, 13.28278799957753], [144.826594, 13.381449999574627], [144.958039, 13.482511999571653], [144.972038, 13.499999999571141], [145.006704, 13.580888999568765], [145.006435, 13.607428999567986], [144.981577, 13.641208999567002], [144.940513, 13.650571999566722], [144.917094, 13.678587999565906], [144.875, 13.703330999565177], [144.845293, 13.705086999565127], [144.811923, 13.684424999565728], [144.787332, 13.64870299956678], [144.777425, 13.598619999568243], [144.75, 13.551891999569616], [144.725468, 13.531738999570209], [144.693008, 13.52901999957029], [144.663124, 13.515227999570692], [144.611151, 13.510242999570844], [144.588799, 13.493797999571324], [144.566342, 13.46369399957221], [144.563426, 13.448064999572667]]], ""type"": ""Polygon""}";2020;66;Guam;GUM;outlying area;GU;;01802705
47.44621217730284,-100.46930488671747;"{""coordinates"": [[[-97.228961, 49.00045399906616], [-97.775749, 49.00052799906616], [-98.186783, 49.00025199906616], [-98.737129, 49.00012199906616], [-99.328231, 48.99959599906615], [-99.77907, 48.99917399906615], [-100.137552, 48.99928799906616], [-100.594384, 48.99942099906615], [-101.194139, 48.99950299906616], [-101.612109, 48.999312999066156], [-101.9808, 48.99887899906616], [-102.456547, 48.99885399906615], [-103.130799, 48.99936399906617], [-103.599299, 48.99925599906616], [-104.048692, 48.99989899906616], [-104.048889, 48.83776899906541], [-104.047549, 48.498788999063976], [-104.045189, 48.11385799906251], [-104.041443, 47.863053999061634], [-104.043223, 47.758998999061276], [-104.044853, 47.40672199906022], [-104.044855, 47.1781719990596], [-104.045977, 46.874529999058886], [-104.045247, 46.45315699905806], [-104.045487, 46.16610399905761], [-104.045547, 45.94530799905733], [-103.744941, 45.94506099905732], [-103.369029, 45.94515199905732], [-102.983434, 45.94507899905734], [-102.445961, 45.94491599905733], [-102.182065, 45.944708999057326], [-101.786099, 45.94434099905733], [-101.420443, 45.94380599905732], [-101.041137, 45.94345499905732], [-100.750596, 45.943661999057326], [-100.308163, 45.94325799905733], [-99.760635, 45.94081099905732], [-99.296714, 45.940058999057335], [-98.756598, 45.938790999057304], [-98.414318, 45.93649299905731], [-98.0285, 45.93577699905732], [-97.482542, 45.935090999057316], [-97.225797, 45.935369999057315], [-96.563672, 45.93524499905732], [-96.577875, 46.02703399905743], [-96.554436, 46.084185999057496], [-96.588387, 46.179083999057625], [-96.584378, 46.20353899905766], [-96.597792, 46.228879999057696], [-96.586053, 46.24702499905773], [-96.600329, 46.26221099905776], [-96.59966, 46.33048099905785], [-96.667422, 46.37611699905794], [-96.693927, 46.42208099905801], [-96.716176, 46.43664899905802], [-96.713672, 46.46501199905807], [-96.733393, 46.49698299905813], [-96.750448, 46.54404799905822], [-96.745697, 46.57102699905827], [-96.771639, 46.59631099905832], [-96.774835, 46.61778699905836], [-96.796041, 46.63120899905839], [-96.79946, 46.67780699905847], [-96.7811, 46.72204799905857], [-96.787136, 46.785650999058696], [-96.80016, 46.81966399905877], [-96.783503, 46.826223999058776], [-96.780689, 46.86717899905887], [-96.769499, 46.87773199905888], [-96.761693, 46.93455799905902], [-96.792962, 46.94660399905905], [-96.834839, 47.00725399905919], [-96.817737, 47.051117999059294], [-96.826147, 47.07649699905935], [-96.816191, 47.10848099905943], [-96.836083, 47.14849999905953], [-96.822062, 47.18517499905962], [-96.839359, 47.19635699905966], [-96.829126, 47.234722999059755], [-96.843857, 47.292938999059906], [-96.830818, 47.30518099905994], [-96.830618, 47.33801399906004], [-96.852871, 47.375008999060135], [-96.837974, 47.38272999906015], [-96.865852, 47.41897499906025], [-96.85443, 47.42505899906027], [-96.86369, 47.48979099906045], [-96.86175, 47.54139799906062], [-96.850431, 47.551778999060645], [-96.849908, 47.59075399906076], [-96.888074, 47.638315999060914], [-96.882477, 47.65005299906095], [-96.899237, 47.68957899906107], [-96.981878, 47.83064099906152], [-97.016547, 47.87134599906165], [-97.024855, 47.894895999061724], [-97.018107, 47.920227999061815], [-97.055597, 47.94912899906192], [-97.071288, 48.04579699906226], [-97.098829, 48.07147699906234], [-97.102249, 48.09669399906244], [-97.123202, 48.10664999906247], [-97.146531, 48.14405499906261], [-97.149755, 48.18582399906277], [-97.13165, 48.207109999062844], [-97.135835, 48.23691899906296], [-97.11657, 48.27966099906311], [-97.13125, 48.31954299906327], [-97.126745, 48.342139999063356], [-97.155481, 48.36376799906344], [-97.15721, 48.38573199906352], [-97.131479, 48.40658599906361], [-97.149236, 48.44335799906375], [-97.14208, 48.46334699906384], [-97.152765, 48.53028499906411], [-97.166271, 48.5510649990642], [-97.143822, 48.59835899906439], [-97.108972, 48.63373299906455], [-97.09991, 48.65852199906464], [-97.105442, 48.689647999064775], [-97.156858, 48.78994099906521], [-97.179831, 48.800782999065255], [-97.173052, 48.851674999065494], [-97.199891, 48.88258999906563], [-97.234128, 48.94789799906591], [-97.237617, 48.98514499906609], [-97.228961, 49.00045399906616]]], ""type"": ""Polygon""}";2020;38;North Dakota;USA;state;ND;;01779797
33.87805362608869,-80.86477954255238;"{""coordinates"": [[[-83.108613, 35.00065899911314], [-83.098831, 34.99195499911323], [-83.127357, 34.9501949991137], [-83.111755, 34.93496299911387], [-83.158966, 34.92913799911394], [-83.209572, 34.87985599911449], [-83.24321, 34.87706399911454], [-83.246361, 34.85653299911476], [-83.32415, 34.787478999115564], [-83.326309, 34.75083899911597], [-83.349075, 34.73663299911613], [-83.352692, 34.716903999116354], [-83.3389, 34.68003899911678], [-83.304641, 34.669560999116904], [-83.293183, 34.65429599911709], [-83.255281, 34.63769599911728], [-83.23258, 34.611596999117566], [-83.168278, 34.590997999117825], [-83.084465, 34.530501999118535], [-83.076454, 34.507792999118784], [-83.034565, 34.483570999119074], [-82.990684, 34.47996799911911], [-82.925911, 34.48152899911911], [-82.901551, 34.48676399911904], [-82.8644, 34.45978499911935], [-82.841453, 34.39905399912009], [-82.833571, 34.3640919991205], [-82.798658, 34.34177699912076], [-82.782128, 34.29827799912127], [-82.754242, 34.27578699912154], [-82.743172, 34.251597999121834], [-82.740585, 34.20726799912238], [-82.717459, 34.15054599912306], [-82.675219, 34.12977899912332], [-82.640169, 34.08732899912383], [-82.627907, 34.06418999912411], [-82.593887, 34.02810899912455], [-82.579553, 33.97968799912515], [-82.556765, 33.94532399912557], [-82.524515, 33.9433599991256], [-82.494811, 33.91171199912599], [-82.422808, 33.863756999126586], [-82.408353, 33.86631999912655], [-82.346933, 33.83429799912695], [-82.300213, 33.800626999127374], [-82.299393, 33.78503699912757], [-82.247472, 33.75259099912796], [-82.23432, 33.69983599912864], [-82.200164, 33.662011999129106], [-82.196584, 33.630582999129516], [-82.133523, 33.59053499913002], [-82.10624, 33.59563699912995], [-82.092016, 33.581861999130126], [-82.046335, 33.563829999130355], [-82.00983, 33.530312999130786], [-81.985938, 33.48653599913136], [-81.934136, 33.46833699913159], [-81.913126, 33.43833299913198], [-81.93139, 33.4284739991321], [-81.931549, 33.382155999132706], [-81.944737, 33.364040999132925], [-81.918337, 33.332841999133336], [-81.847736, 33.30724299913367], [-81.863336, 33.28984399913389], [-81.835738, 33.27104499913415], [-81.852822, 33.24854199913444], [-81.789236, 33.208246999134964], [-81.767935, 33.21634699913485], [-81.756935, 33.1978479991351], [-81.768235, 33.1679489991355], [-81.743835, 33.14144999913585], [-81.704634, 33.11644999913618], [-81.645433, 33.09405099913648], [-81.614994, 33.09555099913645], [-81.565501, 33.04788799913709], [-81.510586, 33.02580499913738], [-81.491899, 33.00669399913763], [-81.502716, 32.938687999138544], [-81.483198, 32.92180199913877], [-81.457061, 32.85038899913974], [-81.426475, 32.840772999139865], [-81.423331, 32.7785119991407], [-81.406074, 32.74162499914121], [-81.427505, 32.70224199914175], [-81.405711, 32.688726999141934], [-81.393033, 32.65154199914243], [-81.41866, 32.62939199914274], [-81.389205, 32.59541599914321], [-81.319121, 32.55959599914371], [-81.299796, 32.56304899914366], [-81.279516, 32.53622599914403], [-81.251069, 32.51780499914428], [-81.200408, 32.468313999144975], [-81.205572, 32.42389299914559], [-81.178283, 32.392985999146035], [-81.167124, 32.35871799914649], [-81.128535, 32.33838099914678], [-81.123276, 32.276974999147654], [-81.141414, 32.272038999147725], [-81.15577, 32.245792999148094], [-81.123149, 32.20131999914872], [-81.128142, 32.16909699914919], [-81.117335, 32.146202999149516], [-81.117225, 32.11760399914992], [-81.095512, 32.11189299915], [-81.059732, 32.08865099915033], [-81.038125, 32.083733999150404], [-81.004305, 32.102366999150135], [-80.983509, 32.07954899915046], [-80.954031, 32.07028999915058], [-80.925085, 32.041938999151], [-80.890277, 32.03555499915108], [-80.850238, 32.041419999150996], [-80.815577, 32.02991799915116], [-80.78296, 31.995953999151663], [-80.780693, 32.01136999915143], [-80.752029, 32.032557999151145], [-80.741672, 32.064373999150675], [-80.748202, 32.08448999915038], [-80.705223, 32.1051869991501], [-80.66472, 32.14260699914956], [-80.63695, 32.14427199914953], [-80.608451, 32.16229399914927], [-80.584985, 32.16258899914927], [-80.548933, 32.192052999148856], [-80.544548, 32.21122099914858], [-80.523824, 32.23459199914825], [-80.459332, 32.26222099914785], [-80.431544, 32.261383999147874], [-80.392327, 32.28031699914761], [-80.37283, 32.31340799914714], [-80.374825, 32.34245299914672], [-80.35746, 32.35053399914661], [-80.336717, 32.380752999146196], [-80.306163, 32.397096999145965], [-80.294078, 32.41852099914566], [-80.263645, 32.429578999145505], [-80.243074, 32.472448999144916], [-80.198839, 32.49624099914458], [-80.166951, 32.49108599914465], [-80.121459, 32.49919199914454], [-80.094998, 32.5238659991442], [-80.088877, 32.54902899914386], [-80.03077, 32.559960999143705], [-79.979002, 32.55807399914372], [-79.918341, 32.60726399914305], [-79.855063, 32.63638899914265], [-79.828058, 32.66477799914225], [-79.798255, 32.67563199914211], [-79.766592, 32.71153699914162], [-79.760074, 32.73825699914126], [-79.691893, 32.75923999914097], [-79.662251, 32.783118999140655], [-79.637821, 32.81637699914019], [-79.612276, 32.8229709991401], [-79.58539, 32.850855999139725], [-79.534689, 32.870011999139464], [-79.495945, 32.93157199913863], [-79.459374, 32.94050399913852], [-79.440181, 32.95891599913826], [-79.371297, 32.94571699913846], [-79.322257, 32.956077999138316], [-79.302311, 32.980044999137995], [-79.299505, 33.00016899913773], [-79.273373, 33.04655899913711], [-79.215538, 33.064247999136875], [-79.185158, 33.0928579991365], [-79.180871, 33.10752799913629], [-79.140519, 33.13961999913587], [-79.115866, 33.143272999135824], [-79.091614, 33.15905599913561], [-79.077605, 33.18865299913522], [-79.086583, 33.21530999913487], [-79.120217, 33.24693199913445], [-79.108922, 33.28316099913398], [-79.093312, 33.3049519991337], [-79.087581, 33.36928699913286], [-79.034496, 33.45683399913174], [-78.993033, 33.488991999131315], [-78.956996, 33.53872199913068], [-78.887415, 33.61197499912975], [-78.822059, 33.670238999129], [-78.772415, 33.70796699912853], [-78.691382, 33.75528799912794], [-78.635723, 33.77667899912768], [-78.564842, 33.79662099912742], [-78.533198, 33.79948299912738], [-78.499301, 33.81285199912722], [-78.54108, 33.85111999912674], [-78.813113, 34.082129999123886], [-79.044247, 34.27660699912154], [-79.249069, 34.44937699911948], [-79.390844, 34.57329199911803], [-79.676494, 34.805064999115345], [-79.931258, 34.806710999115325], [-80.213783, 34.812500999115265], [-80.472008, 34.8165989991152], [-80.797484, 34.81980299911518], [-80.781921, 34.93584799911387], [-80.893219, 35.06273699911244], [-80.934739, 35.10731799911195], [-81.041496, 35.04471299911264], [-81.057672, 35.061866999112446], [-81.056984, 35.08644599911217], [-81.033605, 35.105701999111965], [-81.044688, 35.147733999111495], [-81.147513, 35.1559609991114], [-81.573535, 35.17276599911121], [-81.763362, 35.18048999911113], [-82.161416, 35.193421999110996], [-82.29108, 35.20008499911091], [-82.323102, 35.18517299911108], [-82.344416, 35.193687999110985], [-82.369244, 35.18064799911113], [-82.383927, 35.2108479991108], [-82.41916, 35.199413999110924], [-82.440388, 35.1655919991113], [-82.459939, 35.17800499911116], [-82.498113, 35.162557999111336], [-82.568085, 35.14570899911152], [-82.611714, 35.13999699911159], [-82.687321, 35.110452999111914], [-82.697634, 35.09595999911206], [-82.723849, 35.09448199911209], [-82.757176, 35.06720299911239], [-82.781731, 35.06530499911241], [-82.783749, 35.08554499911219], [-83.108613, 35.00065899911314]]], ""type"": ""Polygon""}";2020;45;South Carolina;USA;state;SC;;01779799
16.812167009249922,145.5961742880153;"{""coordinates"": [[[[145.572603, 15.125017999524133], [145.535084, 15.08927899952515], [145.518317, 15.05627899952609], [145.513219, 14.999999999527695], [145.524765, 14.971454999528515], [145.55224, 14.932720999529616], [145.489352, 14.898699999530592], [145.470196, 14.864876999531562], [145.467848, 14.837084999532356], [145.482681, 14.799206999533443], [145.507726, 14.77937499953401], [145.532625, 14.772688999534202], [145.591717, 14.78143099953395], [145.616469, 14.800841999533391], [145.64137, 14.832332999532493], [145.653126, 14.857365999531774], [145.683742, 14.864228999531576], [145.730764, 14.917295999530062], [145.747747, 14.97121499952852], [145.742687, 15.014214999527294], [145.75007, 15.0666039995258], [145.796017, 15.073585999525598], [145.833891, 15.101936999524789], [145.838719, 15.115994999524396], [145.875984, 15.135437999523838], [145.882943, 15.197352999522076], [145.909365, 15.274083999519899], [145.896347, 15.308730999518913], [145.852815, 15.351889999517688], [145.802854, 15.357833999517522], [145.781815, 15.348349999517788], [145.735434, 15.3126549995188], [145.708511, 15.275265999519863], [145.687452, 15.232240999521085], [145.68697, 15.197364999522073], [145.669296, 15.161961999523083], [145.648314, 15.138667999523749], [145.572603, 15.125017999524133]]], [[[145.058966, 14.124999999552887], [145.065414, 14.078626999554235], [145.096909, 14.047051999555157], [145.177988, 14.036564999555459], [145.219561, 14.055982999554896], [145.260743, 14.058658999554815], [145.284564, 14.071108999554456], [145.299143, 14.091942999553847], [145.325555, 14.098898999553647], [145.351488, 14.124999999552891], [145.349182, 14.136408999552556], [145.371413, 14.17012599955158], [145.37448, 14.20082499955069], [145.351703, 14.244409999549426], [145.304527, 14.256284999549084], [145.276585, 14.25430599954914], [145.263808, 14.266203999548797], [145.235625, 14.266596999548783], [145.201393, 14.253750999549153], [145.178328, 14.235020999549695], [145.14309, 14.231323999549804], [145.114309, 14.216906999550222], [145.091942, 14.193625999550894], [145.091456, 14.168737999551622], [145.075239, 14.159111999551898], [145.058966, 14.124999999552887]]], [[[145.643752, 18.057947999443286], [145.664022, 18.00925199944458], [145.695386, 17.989835999445102], [145.7441, 17.9860399994452], [145.777863, 18.003431999444732], [145.80925, 18.02951599944404], [145.844237, 18.04553499944361], [145.864223, 18.068625999443004], [145.883473, 18.109331999441917], [145.890652, 18.1550659994407], [145.880287, 18.186369999439876], [145.855991, 18.22320299943889], [145.840024, 18.233830999438613], [145.794047, 18.243073999438373], [145.759523, 18.241086999438423], [145.70003, 18.19974399943952], [145.684775, 18.171115999440275], [145.685486, 18.15361799944074], [145.660321, 18.11919899944165], [145.643752, 18.057947999443286]]], [[[145.563143, 18.778822999424282], [145.576893, 18.729650999425562], [145.60861, 18.682277999426805], [145.654435, 18.660409999427376], [145.684624, 18.657839999427445], [145.736617, 18.687904999426657], [145.76433, 18.731631999425506], [145.769805, 18.749999999425032], [145.764922, 18.79556599942384], [145.75, 18.82709499942302], [145.72572, 18.859826999422165], [145.704192, 18.87499999942177], [145.676085, 18.880546999421625], [145.625, 18.87499999942177], [145.598098, 18.85684399942224], [145.575397, 18.820428999423193], [145.563143, 18.778822999424282]]], [[[145.558836, 16.37415199948904], [145.560084, 16.341248999489945], [145.575072, 16.30581499949093], [145.603802, 16.28936399949139], [145.649909, 16.273764999491824], [145.693195, 16.27399499949182], [145.732906, 16.29330999949128], [145.767637, 16.32396499949043], [145.782822, 16.359916999489432], [145.770876, 16.41227999948798], [145.75, 16.43765199948728], [145.720754, 16.44828399948699], [145.65461, 16.451095999486906], [145.625, 16.442498999487146], [145.571326, 16.401992999488265], [145.558836, 16.37415199948904]]], [[[145.746659, 17.59936899945556], [145.746783, 17.576811999456165], [145.758838, 17.551947999456836], [145.801133, 17.520507999457678], [145.832356, 17.512915999457892], [145.867656, 17.51771599945776], [145.896662, 17.53353799945734], [145.918333, 17.567239999456426], [145.924448, 17.599121999455566], [145.917701, 17.65463199945407], [145.893935, 17.680302999453385], [145.856873, 17.690545999453107], [145.800108, 17.684087999453283], [145.785435, 17.668521999453702], [145.746659, 17.59936899945556]]], [[[145.306333, 19.698404999400562], [145.312964, 19.6536879994017], [145.330327, 19.6150009994027], [145.400016, 19.588427999403365], [145.427498, 19.590958999403306], [145.454978, 19.60487899940295], [145.488406, 19.656978999401616], [145.495623, 19.679917999401034], [145.489837, 19.703580999400433], [145.47271, 19.72672999939984], [145.435278, 19.755614999399114], [145.384969, 19.76411699939889], [145.359687, 19.756412999399092], [145.315903, 19.71403699940016], [145.306333, 19.698404999400562]]], [[[145.764369, 17.344388999462446], [145.766051, 17.290615999463906], [145.77421, 17.27307799946438], [145.805478, 17.24110299946525], [145.846816, 17.22526499946568], [145.890718, 17.24331199946519], [145.923192, 17.28860299946396], [145.926012, 17.333293999462747], [145.936555, 17.34037099946255], [145.916096, 17.3720769994617], [145.896409, 17.38838799946125], [145.850541, 17.40118899946091], [145.801572, 17.386986999461293], [145.764369, 17.344388999462446]]], [[[145.131885, 20.03956099939192], [145.142601, 19.986254999393267], [145.183121, 19.951910999394137], [145.248099, 19.948056999394236], [145.272219, 19.96152299939389], [145.302163, 19.99281199939311], [145.314965, 20.03296199939209], [145.299716, 20.065835999391265], [145.265148, 20.09536299939052], [145.233609, 20.102665999390336], [145.178652, 20.09651299939049], [145.146166, 20.076388999391], [145.131885, 20.03956099939192]]], [[[145.701166, 16.724111999479376], [145.711746, 16.665674999480984], [145.738307, 16.64094999948167], [145.781234, 16.630469999481953], [145.821906, 16.637064999481773], [145.854937, 16.660124999481145], [145.867632, 16.6905209994803], [145.867898, 16.74175499947889], [145.823189, 16.782119999477782], [145.792386, 16.791970999477517], [145.730739, 16.76988199947812], [145.708296, 16.749999999478668], [145.701166, 16.724111999479376]]], [[[144.815443, 20.562822999378835], [144.816038, 20.52329499937982], [144.831399, 20.48489499938077], [144.862474, 20.467094999381217], [144.887114, 20.462913999381318], [144.926431, 20.470092999381137], [144.963849, 20.499999999380396], [144.979146, 20.52586299937975], [144.971092, 20.581184999378383], [144.941414, 20.608321999377715], [144.899134, 20.616555999377507], [144.86329, 20.612994999377598], [144.833433, 20.59514099937804], [144.815443, 20.562822999378835]]], [[[146.001994, 16.028783999498646], [146.010714, 15.970669999500275], [146.044442, 15.947892999500908], [146.08816, 15.952954999500763], [146.133159, 15.98102099949998], [146.15067, 16.00631699949928], [146.15192, 16.051872999498002], [146.125, 16.085476999497065], [146.094034, 16.09728299949674], [146.050775, 16.09336799949684], [146.014254, 16.057441999497847], [146.001994, 16.028783999498646]]]], ""type"": ""MultiPolygon""}";2020;69;Commonwealth of the Northern Mariana Islands;MNP;outlying area;MP;;01779809
